collected_at,route_id,route_name,current_min,avg_min,delta_min,status
2026-07-01T20:55:10Z,149,Kennedybrücke → A59,5.1,5.7,-0.6,fast
2026-07-01T20:55:10Z,14,Kölnstr. → Bertha,5.5,6.9,-1.4,fast
2026-07-01T22:09:42Z,12,A59 → Kennedybrücke,5.9,7,-1.1,fast
2026-07-01T22:09:42Z,149,Kennedybrücke → A59,4.6,5.7,-1.1,fast
2026-07-01T22:09:42Z,14,Kölnstr. → Bertha,5.5,6.9,-1.4,fast
2026-07-01T23:39:58Z,12,A59 → Kennedybrücke,5.9,7,-1.1,fast
2026-07-01T23:39:58Z,149,Kennedybrücke → A59,4.2,5.7,-1.5,fast
2026-07-01T23:39:58Z,14,Kölnstr. → Bertha,5.5,6.9,-1.4,fast
2026-07-02T01:35:39Z,12,A59 → Kennedybrücke,5.9,7,-1.1,fast
2026-07-02T01:35:39Z,149,Kennedybrücke → A59,4.2,5.7,-1.5,fast
2026-07-02T01:35:39Z,14,Kölnstr. → Bertha,5.5,6.9,-1.4,fast
2026-07-02T05:38:27Z,12,A59 → Kennedybrücke,13.9,7,6.9,slow
2026-07-02T05:38:27Z,149,Kennedybrücke → A59,9.1,5.7,3.4,slow
2026-07-02T05:38:27Z,14,Kölnstr. → Bertha,7.1,6.9,0.2,moderate
2026-07-02T08:31:09Z,12,A59 → Kennedybrücke,15.4,7,8.4,slow
2026-07-02T08:31:09Z,149,Kennedybrücke → A59,8.1,5.7,2.4,moderate
2026-07-02T08:31:09Z,14,Kölnstr. → Bertha,8.7,6.9,1.8,moderate
2026-07-02T11:08:29Z,12,A59 → Kennedybrücke,12.1,7,5.1,slow
2026-07-02T11:08:29Z,149,Kennedybrücke → A59,11.4,5.7,5.7,slow
2026-07-02T11:08:29Z,14,Kölnstr. → Bertha,10.3,6.9,3.4,moderate
2026-07-02T13:04:32Z,12,A59 → Kennedybrücke,18.5,7,11.5,slow
2026-07-02T13:04:32Z,149,Kennedybrücke → A59,11.9,5.8,6.1,slow
2026-07-02T13:04:32Z,14,Kölnstr. → Bertha,20.6,6.9,13.7,slow
2026-07-02T15:24:48Z,12,A59 → Kennedybrücke,18.6,7,11.6,slow
2026-07-02T15:24:48Z,149,Kennedybrücke → A59,13,5.8,7.2,slow
2026-07-02T15:24:48Z,14,Kölnstr. → Bertha,21,6.9,14.1,slow
2026-07-02T17:06:11Z,12,A59 → Kennedybrücke,15.3,7,8.3,slow
2026-07-02T17:06:11Z,149,Kennedybrücke → A59,12,5.8,6.2,slow
2026-07-02T17:06:11Z,14,Kölnstr. → Bertha,11.4,7,4.4,slow
2026-07-02T18:42:59Z,12,A59 → Kennedybrücke,7.6,7,0.6,moderate
2026-07-02T18:42:59Z,149,Kennedybrücke → A59,7.9,5.8,2.1,moderate
2026-07-02T18:42:59Z,14,Kölnstr. → Bertha,5.7,7,-1.3,fast
2026-07-02T20:06:59Z,12,A59 → Kennedybrücke,7.6,7,0.6,moderate
2026-07-02T20:06:59Z,149,Kennedybrücke → A59,5.9,5.8,0.1,moderate
2026-07-02T20:06:59Z,14,Kölnstr. → Bertha,5.7,7,-1.3,fast
2026-07-02T21:19:58Z,12,A59 → Kennedybrücke,7.6,7,0.6,moderate
2026-07-02T21:19:58Z,149,Kennedybrücke → A59,5.4,5.8,-0.4,fast
2026-07-02T21:19:58Z,14,Kölnstr. → Bertha,5.7,7,-1.3,fast
2026-07-02T22:29:56Z,12,A59 → Kennedybrücke,7.6,7,0.6,moderate
2026-07-02T22:29:56Z,149,Kennedybrücke → A59,4.6,5.8,-1.2,fast
2026-07-02T22:29:56Z,14,Kölnstr. → Bertha,5.7,7,-1.3,fast
2026-07-02T23:36:35Z,12,A59 → Kennedybrücke,7.6,7,0.6,moderate
2026-07-02T23:36:35Z,149,Kennedybrücke → A59,4.4,5.8,-1.4,fast
2026-07-02T23:36:35Z,14,Kölnstr. → Bertha,5.7,7,-1.3,fast
2026-07-03T01:13:03Z,12,A59 → Kennedybrücke,7.6,7,0.6,moderate
2026-07-03T01:13:03Z,149,Kennedybrücke → A59,4,5.8,-1.8,fast
2026-07-03T01:13:03Z,14,Kölnstr. → Bertha,5.7,7,-1.3,fast
2026-07-03T04:55:48Z,12,A59 → Kennedybrücke,7.6,7,0.6,moderate
2026-07-03T04:55:48Z,149,Kennedybrücke → A59,6.2,5.8,0.4,moderate
2026-07-03T04:55:48Z,14,Kölnstr. → Bertha,5.7,7,-1.3,fast
2026-07-03T07:53:39Z,12,A59 → Kennedybrücke,8.5,7,1.5,moderate
2026-07-03T07:53:39Z,149,Kennedybrücke → A59,9.7,5.8,3.9,slow
2026-07-03T07:53:39Z,14,Kölnstr. → Bertha,8.4,7,1.4,moderate
2026-07-03T10:22:26Z,12,A59 → Kennedybrücke,11.8,7,4.8,slow
2026-07-03T10:22:26Z,149,Kennedybrücke → A59,9.5,5.8,3.7,slow
2026-07-03T10:22:26Z,14,Kölnstr. → Bertha,7.9,7,0.9,moderate
2026-07-03T12:21:58Z,12,A59 → Kennedybrücke,15.3,7,8.3,slow
2026-07-03T12:21:58Z,149,Kennedybrücke → A59,9.1,5.8,3.3,slow
2026-07-03T12:21:58Z,14,Kölnstr. → Bertha,10.9,7,3.9,slow
2026-07-03T14:34:47Z,12,A59 → Kennedybrücke,15.9,7,8.9,slow
2026-07-03T14:34:47Z,149,Kennedybrücke → A59,9.4,5.8,3.6,slow
2026-07-03T14:34:47Z,14,Kölnstr. → Bertha,14.3,7,7.3,slow
2026-07-03T16:08:29Z,12,A59 → Kennedybrücke,10.3,7,3.3,moderate
2026-07-03T16:08:29Z,149,Kennedybrücke → A59,9.8,5.8,4.0,slow
2026-07-03T16:08:29Z,14,Kölnstr. → Bertha,7.6,7,0.6,moderate
2026-07-03T17:43:32Z,12,A59 → Kennedybrücke,8.5,7,1.5,moderate
2026-07-03T17:43:32Z,149,Kennedybrücke → A59,8.2,5.8,2.4,moderate
2026-07-03T17:43:32Z,14,Kölnstr. → Bertha,8.1,7,1.1,moderate
2026-07-03T18:49:55Z,12,A59 → Kennedybrücke,7.2,7,0.2,moderate
2026-07-03T18:49:55Z,149,Kennedybrücke → A59,7.1,5.8,1.3,moderate
2026-07-03T18:49:55Z,14,Kölnstr. → Bertha,5.8,7,-1.2,fast
2026-07-03T20:04:57Z,12,A59 → Kennedybrücke,7.2,7,0.2,moderate
2026-07-03T20:04:57Z,149,Kennedybrücke → A59,6.5,5.8,0.7,moderate
2026-07-03T20:04:57Z,14,Kölnstr. → Bertha,5.8,7,-1.2,fast
2026-07-03T21:18:04Z,12,A59 → Kennedybrücke,7.2,7,0.2,moderate
2026-07-03T21:18:04Z,149,Kennedybrücke → A59,6.1,5.8,0.3,moderate
2026-07-03T21:18:04Z,14,Kölnstr. → Bertha,5.8,7,-1.2,fast
2026-07-03T22:17:41Z,12,A59 → Kennedybrücke,7.2,7,0.2,moderate
2026-07-03T22:17:41Z,149,Kennedybrücke → A59,4.9,5.8,-0.9,fast
2026-07-03T22:17:41Z,14,Kölnstr. → Bertha,5.8,7,-1.2,fast
2026-07-03T23:19:40Z,12,A59 → Kennedybrücke,7.2,7,0.2,moderate
2026-07-03T23:19:40Z,149,Kennedybrücke → A59,4.7,5.8,-1.1,fast
2026-07-03T23:19:40Z,14,Kölnstr. → Bertha,5.8,7,-1.2,fast
2026-07-04T00:18:43Z,12,A59 → Kennedybrücke,7.2,7,0.2,moderate
2026-07-04T00:18:43Z,149,Kennedybrücke → A59,4.4,5.8,-1.4,fast
2026-07-04T00:18:43Z,14,Kölnstr. → Bertha,5.8,7,-1.2,fast
2026-07-04T04:05:09Z,12,A59 → Kennedybrücke,4.1,7,-2.9,fast
2026-07-04T04:05:09Z,149,Kennedybrücke → A59,4.1,5.8,-1.7,fast
2026-07-04T04:05:09Z,14,Kölnstr. → Bertha,3.7,7,-3.3,fast
2026-07-04T06:55:04Z,12,A59 → Kennedybrücke,5.4,7,-1.6,fast
2026-07-04T06:55:04Z,149,Kennedybrücke → A59,5.5,5.8,-0.3,fast
2026-07-04T06:55:04Z,14,Kölnstr. → Bertha,4.2,7,-2.8,fast
2026-07-04T09:11:41Z,12,A59 → Kennedybrücke,14.5,7,7.5,slow
2026-07-04T09:11:41Z,149,Kennedybrücke → A59,10.1,5.8,4.3,slow
2026-07-04T09:11:41Z,14,Kölnstr. → Bertha,6.1,7,-0.9,fast
2026-07-04T10:59:40Z,12,A59 → Kennedybrücke,15.1,7,8.1,slow
2026-07-04T10:59:40Z,149,Kennedybrücke → A59,9.5,5.8,3.7,slow
2026-07-04T10:59:40Z,14,Kölnstr. → Bertha,7.3,7,0.3,moderate
2026-07-04T12:06:23Z,12,A59 → Kennedybrücke,11.7,7,4.7,slow
2026-07-04T12:06:23Z,149,Kennedybrücke → A59,12.8,5.8,7.0,slow
2026-07-04T12:06:23Z,14,Kölnstr. → Bertha,8.1,7,1.1,moderate
2026-07-04T13:53:54Z,12,A59 → Kennedybrücke,12.3,7,5.3,slow
2026-07-04T13:53:54Z,149,Kennedybrücke → A59,7.6,5.8,1.8,moderate
2026-07-04T13:53:54Z,14,Kölnstr. → Bertha,11.1,7,4.1,slow
2026-07-04T14:54:53Z,12,A59 → Kennedybrücke,15.4,7,8.4,slow
2026-07-04T14:54:53Z,149,Kennedybrücke → A59,8.7,5.8,2.9,slow
2026-07-04T14:54:53Z,14,Kölnstr. → Bertha,9.9,7,2.9,moderate
2026-07-04T15:51:09Z,12,A59 → Kennedybrücke,9.3,7.1,2.2,moderate
2026-07-04T15:51:09Z,149,Kennedybrücke → A59,9.3,5.8,3.5,slow
2026-07-04T15:51:09Z,14,Kölnstr. → Bertha,8.2,7,1.2,moderate
2026-07-04T16:44:59Z,12,A59 → Kennedybrücke,11.9,7.1,4.8,slow
2026-07-04T16:44:59Z,149,Kennedybrücke → A59,9.5,5.8,3.7,slow
2026-07-04T16:44:59Z,14,Kölnstr. → Bertha,10.9,7,3.9,slow
2026-07-04T17:45:15Z,12,A59 → Kennedybrücke,14.7,7.1,7.6,slow
2026-07-04T17:45:15Z,149,Kennedybrücke → A59,8.9,5.8,3.1,slow
2026-07-04T17:45:15Z,14,Kölnstr. → Bertha,9.5,7,2.5,moderate
2026-07-04T18:41:25Z,12,A59 → Kennedybrücke,7.2,7.1,0.1,moderate
2026-07-04T18:41:25Z,149,Kennedybrücke → A59,6.3,5.8,0.5,moderate
2026-07-04T18:41:25Z,14,Kölnstr. → Bertha,5.9,7,-1.1,fast
2026-07-04T19:51:11Z,12,A59 → Kennedybrücke,7.2,7.1,0.1,moderate
2026-07-04T19:51:11Z,149,Kennedybrücke → A59,5.3,5.8,-0.5,fast
2026-07-04T19:51:11Z,14,Kölnstr. → Bertha,5.9,7,-1.1,fast
2026-07-04T20:38:31Z,12,A59 → Kennedybrücke,7.2,7.1,0.1,moderate
2026-07-04T20:38:31Z,149,Kennedybrücke → A59,6.5,5.8,0.7,moderate
2026-07-04T20:38:31Z,14,Kölnstr. → Bertha,5.9,7,-1.1,fast
2026-07-04T21:34:34Z,12,A59 → Kennedybrücke,7.2,7.1,0.1,moderate
2026-07-04T21:34:34Z,149,Kennedybrücke → A59,7.1,5.8,1.3,moderate
2026-07-04T21:34:34Z,14,Kölnstr. → Bertha,5.9,7,-1.1,fast
2026-07-04T22:32:26Z,12,A59 → Kennedybrücke,7.2,7.1,0.1,moderate
2026-07-04T22:32:26Z,149,Kennedybrücke → A59,5.3,5.8,-0.5,fast
2026-07-04T22:32:26Z,14,Kölnstr. → Bertha,5.9,7,-1.1,fast
2026-07-04T23:33:38Z,12,A59 → Kennedybrücke,7.2,7.1,0.1,moderate
2026-07-04T23:33:38Z,149,Kennedybrücke → A59,5.5,5.8,-0.3,fast
2026-07-04T23:33:38Z,14,Kölnstr. → Bertha,5.9,7,-1.1,fast
2026-07-05T01:18:10Z,12,A59 → Kennedybrücke,7.2,7.1,0.1,moderate
2026-07-05T01:18:10Z,149,Kennedybrücke → A59,4.6,5.8,-1.2,fast
2026-07-05T01:18:10Z,14,Kölnstr. → Bertha,5.9,7,-1.1,fast
2026-07-05T05:09:56Z,12,A59 → Kennedybrücke,4.2,7.1,-2.9,fast
2026-07-05T05:09:56Z,149,Kennedybrücke → A59,4.4,5.8,-1.4,fast
2026-07-05T05:09:56Z,14,Kölnstr. → Bertha,3.8,7,-3.2,fast
2026-07-05T08:12:21Z,12,A59 → Kennedybrücke,5.7,7.1,-1.4,fast
2026-07-05T08:12:21Z,149,Kennedybrücke → A59,5.7,5.8,-0.1,fast
2026-07-05T08:12:21Z,14,Kölnstr. → Bertha,4.7,7,-2.3,fast
2026-07-05T10:26:49Z,12,A59 → Kennedybrücke,6.4,7.1,-0.7,fast
2026-07-05T10:26:49Z,149,Kennedybrücke → A59,8.7,5.8,2.9,slow
2026-07-05T10:26:49Z,14,Kölnstr. → Bertha,5.7,7,-1.3,fast
2026-07-05T11:51:39Z,12,A59 → Kennedybrücke,9.1,7.1,2.0,moderate
2026-07-05T11:51:39Z,149,Kennedybrücke → A59,8.5,5.8,2.7,moderate
2026-07-05T11:51:39Z,14,Kölnstr. → Bertha,5.3,7,-1.7,fast
2026-07-05T12:57:36Z,12,A59 → Kennedybrücke,8.5,7.1,1.4,moderate
2026-07-05T12:57:36Z,149,Kennedybrücke → A59,7.5,5.8,1.7,moderate
2026-07-05T12:57:36Z,14,Kölnstr. → Bertha,8.9,7,1.9,moderate
2026-07-05T14:26:42Z,12,A59 → Kennedybrücke,6.3,7.1,-0.8,fast
2026-07-05T14:26:42Z,149,Kennedybrücke → A59,7.7,5.8,1.9,moderate
2026-07-05T14:26:42Z,14,Kölnstr. → Bertha,5.7,7,-1.3,fast
2026-07-05T15:43:41Z,12,A59 → Kennedybrücke,9.5,7.1,2.4,moderate
2026-07-05T15:43:41Z,149,Kennedybrücke → A59,7.4,5.8,1.6,moderate
2026-07-05T15:43:41Z,14,Kölnstr. → Bertha,6.6,7,-0.4,fast
2026-07-05T16:43:09Z,12,A59 → Kennedybrücke,8.9,7.1,1.8,moderate
2026-07-05T16:43:09Z,149,Kennedybrücke → A59,7.3,5.8,1.5,moderate
2026-07-05T16:43:09Z,14,Kölnstr. → Bertha,6.2,7,-0.8,fast
2026-07-05T17:44:07Z,12,A59 → Kennedybrücke,7.7,7.1,0.6,moderate
2026-07-05T17:44:07Z,149,Kennedybrücke → A59,7.2,5.8,1.4,moderate
2026-07-05T17:44:07Z,14,Kölnstr. → Bertha,6.3,7,-0.7,fast
